title_a,url_a,words_a,title_b,url_b,words_b,cosine,simhash_hamming,problem_categories,notes
شركة مكافحة الأفاعي بالخبر,https://www.rukn-eltatawer.com/sa/snake-control-khobar/,1693,شركة مكافحة الأفاعي بالرياض,https://www.rukn-eltatawer.com/sa/snake-control-riyadh/,1729,0.9783,3,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب كربستون بالخبر,https://www.rukn-eltatawer.com/sa/kerbstone-khobar/,1686,شركة تركيب كربستون بالرياض,https://www.rukn-eltatawer.com/sa/kerbstone-riyadh/,1730,0.9783,2,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة بناء حمامات خارجية بالخبر,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-khobar/,1764,شركة بناء حمامات خارجية بالرياض,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-riyadh/,1816,0.9783,4,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة سباك منازل بأبها,https://www.rukn-eltatawer.com/sa/home-plumber-elec-abha/,1742,سباك منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-plumber-khobar/,1702,0.9783,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
شركة تصميم حدائق داخلية بالدمام,https://www.rukn-eltatawer.com/sa/indoor-garden-design-dammam/,1756,شركة تصميم حدائق داخلية بالرياض,https://www.rukn-eltatawer.com/sa/indoor-garden-design-riyadh/,1791,0.9783,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة كهرباء بالطائف,https://www.rukn-eltatawer.com/sa/electrical-maintenance-taif/,1731,شركة صيانة كهرباء بمكة المكرمة,https://www.rukn-eltatawer.com/sa/electrical-maintenance-mecca/,1799,0.9783,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب سخانات مياه بأبها,https://www.rukn-eltatawer.com/sa/water-heater-installation-abha/,1796,شركة تركيب سخانات مياه بجدة,https://www.rukn-eltatawer.com/sa/water-heater-installation-jeddah/,1801,0.9783,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ جدة) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بالطائف,https://www.rukn-eltatawer.com/sa/water-leak-detection-taif/,2242,كشف تسربات المياه في شرق جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-east-jeddah/,1936,0.9783,6,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بالطائف,https://www.rukn-eltatawer.com/sa/water-leak-detection-taif/,2242,كشف تسربات المياه في غرب الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-west-riyadh/,1962,0.9783,4,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة مضخات مياه بالخبر,https://www.rukn-eltatawer.com/sa/water-pump-maintenance-khobar/,1772,شركة صيانة مضخات مياه بالرياض,https://www.rukn-eltatawer.com/sa/water-pump-maintenance-riyadh/,1790,0.9783,5,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة تعبئة فريون مكيفات بالخبر,https://www.rukn-eltatawer.com/sa/ac-freon-refill-khobar/,1798,شركة تعبئة فريون مكيفات بالرياض,https://www.rukn-eltatawer.com/sa/ac-freon-refill-riyadh/,1803,0.9783,9,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة سباكة بالدمام,https://www.rukn-eltatawer.com/sa/plumbing-maintenance-dammam/,1736,شركة صيانة سباكة بمكة المكرمة,https://www.rukn-eltatawer.com/sa/plumbing-maintenance-mecca/,1821,0.9783,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة صيانة سباكة بالدمام,https://www.rukn-eltatawer.com/sa/plumbing-maintenance-dammam/,1736,شركة صيانة سباكة بالرياض,https://www.rukn-eltatawer.com/sa/plumbing-maintenance-riyadh/,1760,0.9783,1,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف منازل بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/home-cleaning-medina/,1816,شركة تنظيف منازل بمكة المكرمة,https://www.rukn-eltatawer.com/sa/home-cleaning-mecca/,1811,0.9783,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة صيانة سخانات بجدة,https://www.rukn-eltatawer.com/sa/water-heater-maintenance-jeddah/,1722,شركة صيانة سخانات بالرياض,https://www.rukn-eltatawer.com/sa/water-heater-maintenance-riyadh/,1751,0.9783,3,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف كنب بجدة,https://www.rukn-eltatawer.com/sa/sofa-cleaning-jeddah/,1686,شركة تنظيف كنب بالرياض,https://www.rukn-eltatawer.com/sa/sofa-cleaning-riyadh/,1698,0.9783,2,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بجدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-jeddah/,2250,كشف تسربات المياه في بريدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-buraidah/,1906,0.9783,5,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ بريدة) بعد توحيد اسم المدينة
كشف تسربات المياه في القطيف,https://www.rukn-eltatawer.com/sa/water-leak-detection-qatif/,1877,كشف تسربات المياه في المدينة المنورة,https://www.rukn-eltatawer.com/sa/water-leak-detection-madinah/,2042,0.9783,7,duplicate_similar,نسخة مدينة شبه مطابقة (القطيف ↔ المدينة المنورة) بعد توحيد اسم المدينة
كشف تسربات المياه في تبوك,https://www.rukn-eltatawer.com/sa/water-leak-detection-tabuk/,1881,كشف تسربات المياه في جنوب الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-south-riyadh/,2264,0.9783,7,duplicate_similar,نسخة مدينة شبه مطابقة (تبوك ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة الطيور بالدمام,https://www.rukn-eltatawer.com/sa/bird-control-dammam/,1709,شركة مكافحة الطيور بجدة,https://www.rukn-eltatawer.com/sa/bird-control-jeddah/,1745,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة صيانة ميكروويف بالدمام,https://www.rukn-eltatawer.com/sa/microwave-maintenance-dammam/,1753,شركة صيانة ميكروويف بأبها,https://www.rukn-eltatawer.com/sa/microwave-maintenance-abha/,1732,0.9782,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ أبها) بعد توحيد اسم المدينة
شركة صيانة غسالات بالدمام,https://www.rukn-eltatawer.com/sa/washer-maintenance-dammam/,1746,شركة صيانة غسالات بالطائف,https://www.rukn-eltatawer.com/sa/washer-maintenance-taif/,1755,0.9782,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الطائف) بعد توحيد اسم المدينة
شركة صيانة غسالات بالدمام,https://www.rukn-eltatawer.com/sa/washer-maintenance-dammam/,1746,شركة صيانة غسالات بالخبر,https://www.rukn-eltatawer.com/sa/washer-maintenance-khobar/,1715,0.9782,6,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الخبر) بعد توحيد اسم المدينة
شركة شحن دولي بحري بالدمام,https://www.rukn-eltatawer.com/sa/sea-freight-dammam/,1769,شركة شحن دولي بحري بالرياض,https://www.rukn-eltatawer.com/sa/sea-freight-riyadh/,1812,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب رخام وجرانيت بالدمام,https://www.rukn-eltatawer.com/sa/marble-granite-dammam/,1769,شركة تركيب رخام وجرانيت بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/marble-granite-medina/,1837,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة مكافحة الطيور بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/bird-control-medina/,1798,شركة مكافحة الطيور بالطائف,https://www.rukn-eltatawer.com/sa/bird-control-taif/,1734,0.9782,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الطائف) بعد توحيد اسم المدينة
شركة عزل مائي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/waterproofing-medina/,1875,شركة عزل مائي بالخبر,https://www.rukn-eltatawer.com/sa/waterproofing-khobar/,1785,0.9782,4,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الخبر) بعد توحيد اسم المدينة
شركة شحن سيارات بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/car-shipping-medina/,1811,شركة شحن سيارات بأبها,https://www.rukn-eltatawer.com/sa/car-shipping-abha/,1719,0.9782,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة دهانات خارجية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/exterior-painting-medina/,1837,شركة دهانات خارجية بأبها,https://www.rukn-eltatawer.com/sa/exterior-painting-abha/,1728,0.9782,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة تركيب ورق حائط بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/wallpaper-installation-medina/,1857,شركة تركيب ورق حائط بالرياض,https://www.rukn-eltatawer.com/sa/wallpaper-installation-riyadh/,1800,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب شبابيك بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/windows-installation-medina/,1809,شركة تركيب شبابيك بالطائف,https://www.rukn-eltatawer.com/sa/windows-installation-taif/,1711,0.9782,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الطائف) بعد توحيد اسم المدينة
شركة تركيب جبس بورد بالطائف,https://www.rukn-eltatawer.com/sa/gypsum-board-taif/,1787,شركة تركيب جبس بورد بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/gypsum-board-medina/,1898,0.9782,6,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة دهانات خارجية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/exterior-painting-mecca/,1810,شركة دهانات خارجية بالطائف,https://www.rukn-eltatawer.com/sa/exterior-painting-taif/,1735,0.9782,1,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الطائف) بعد توحيد اسم المدينة
شركة ترميم حمامات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/bathroom-renovation-mecca/,1796,شركة ترميم حمامات بالرياض,https://www.rukn-eltatawer.com/sa/bathroom-renovation-riyadh/,1720,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة بناء استراحات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/majlis-building-mecca/,1787,شركة بناء استراحات بالرياض,https://www.rukn-eltatawer.com/sa/majlis-building-riyadh/,1734,0.9782,6,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة مكاتب الشحن بجدة,https://www.rukn-eltatawer.com/sa/shipping-offices-jeddah/,1721,شركة مكاتب الشحن بالخبر,https://www.rukn-eltatawer.com/sa/shipping-offices-khobar/,1709,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الخبر) بعد توحيد اسم المدينة
شركة صيانة أفران بجدة,https://www.rukn-eltatawer.com/sa/oven-maintenance-jeddah/,1750,شركة صيانة أفران بالخبر,https://www.rukn-eltatawer.com/sa/oven-maintenance-khobar/,1739,0.9782,5,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الخبر) بعد توحيد اسم المدينة
فني تركيب دش بأبها,https://www.rukn-eltatawer.com/sa/sat-dish-tech-abha/,1699,فني تركيب دش بالخبر,https://www.rukn-eltatawer.com/sa/sat-dish-tech-khobar/,1672,0.9782,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
